Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Begudes,Vins i caves,Vi rosat,Vi rosat de taula,0,BONPREU Vi rosat de taula,"0,95 €",0.75L,"(1,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15651/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Vi rosat de taula,0,CLOT D'ENCIS Vi rosat DO Terra Alta,"3,95 €",0.75L,"(5,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/05686/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Vi rosat de taula,0,BONPREU Vi rosat de taula,"0,95 €",1L,"(0,95 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/42275/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Penedès,0,RIUBAL Vi rosat DO Penedès Riubal,"2,69 €",0.75L,"(3,59 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/22602/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Penedès,0,VINYA SARDÀ Vi rosat DO Penedès,"2,99 €",0.75L,"(3,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/61493/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Penedès,0,CURIOSA Vi rosat ecològic DO Penedès,"7,39 €",0.75L,"(9,85 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/11485/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Penedès,0,XIC VERMELL Vi rosat DO Penedès ecològic,"6,19 €",0.75L,"(8,25 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/53963/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,TERRA CÀLIDA Vi rosat Catalunya,"3,65 €",0.75L,"(4,87 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80410/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,TORRES Vi rosat Catalunya De Casta,"4,49 €",0.75L,"(5,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01275/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,CASTELL MARMERALT Vi rosat DO Catalunya,"2,25 €",0.75L,"(3,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81107/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,BACH Vi rosat DO Catalunya Viña Extrísima,"4,20 €",0.75L,"(5,60 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01278/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,CONDE DE CARALT Vi rosat Catalunya,"3,20 €",0.75L,"(4,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/26950/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,VIÑA ESMERALDA Vi rosat DO Catalunya,"7,95 €",0.75L,"(10,60 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/12523/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,VIÑA SOL Vi rosat DO Catalunya,"5,65 €",0.75L,"(7,53 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/27183/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Catalunya,0,NATUREO Vi rosat sense alcohol,"7,80 €",0.75L,"(10,40 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/27274/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Empordà,0,JARDINS Vi rosat DO Empordà,"4,59 €",0.75L,"(6,12 € per litre)",SI,"Abans 5,19€",https://www.compraonline.bonpreuesclat.cat/products/23142/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Empordà,0,SINOLS Vi rosat DO Empordà,"4,79 €",0.75L,"(6,39 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/09517/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Empordà,0,PERELADA Vi rosat D.O. Empordà,"8,99 €",0.75L,"(11,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23385/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Empordà,0,PERELADA Vi rosat DO Empordà,"5,39 €",0.75L,"(7,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/38567/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Navarra,0,HOMENAJE Vi rosat DO Navarra,"3,49 €",0.75L,"(4,65 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/16892/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Rosat DO Navarra,0,GRAN FEUDO Vi rosat Navarra,"3,95 €",0.75L,"(5,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/68227/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,CUNE Vi rosat Rioja,"4,55 €",0.75L,"(6,07 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02711/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,MONTBLANC 362 Vi rosat Conca de Barberà,"3,65 €",0.75L,"(4,87 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10450/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,ENATE Vi rosat DO Somontano,"7,59 €",0.75L,"(10,12 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14516/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,ABADAL Vi rosat DO Pla de Bages,"8,95 €",0.75L,"(11,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/17437/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,POSIDONIA Vi rosat DO Penedés,"5,53 €",0.75L,"(7,37 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/17549/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,NINFA Vi blanc DO.Conca Barberà ecològic,"6,95 €",0.75L,"(9,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/45049/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Altres DO,0,EL FOLLET Vi rosat DO Conca de Barberà eco,"6,95 €",0.75L,"(9,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/45062/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Vi rosat d'importació,0,FATTORIA EMILIA Vi rosat Lambrusco,"1,85 €",0.75L,"(2,47 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81218/details,02/11/2020
Begudes,Vins i caves,Vi rosat,Vi rosat d'importació,0,DELL'EMILIA Lambrusco rosat Amabile,"2,55 €",0.75L,"(3,40 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14086/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,Vins dolços DO,0,VALDESPINO Vi sec Xerès,"5,25 €",0.75L,"(7,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/07830/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,Vins dolços DO,0,VALDESPINO Vi dolç Xerès,"5,25 €",0.75L,"(7,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/07831/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,Vins dolços DO,0,PEDRO XIMÉNEZ Vi molt dolç Xerès,"6,35 €",0.75L,"(8,47 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/21961/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,Vins dolços DO,0,LA GUITA Manzanilla,"4,95 €",0.75L,"(6,60 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82767/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,Vins dolços DO,0,TIO PEPE Fino sec de Xerès,"6,79 €",0.75L,"(9,05 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02297/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,Vins dolços DO,0,ÈTIM Vi dolç Verema Tardana DO Montsant,"7,95 €",0.5L,"(15,90 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/27058/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,ESPOLLA Moscatell d'Empordà,"3,99 €",0.5L,"(7,98 € per litre)",SI,"Abans 4,99€",https://www.compraonline.bonpreuesclat.cat/products/00049/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,ESPOLLA Vi dolç Garnatxa D.O. Empordà,"3,99 €",0.5L,"(7,98 € per litre)",SI,"Abans 4,99€",https://www.compraonline.bonpreuesclat.cat/products/33557/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,CAP D'ESTOPA Moscatell,"2,59 €",0.75L,"(3,45 € per litre)",SI,"Abans 2,79€",https://www.compraonline.bonpreuesclat.cat/products/15639/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,CLOT D'ENCIS Mistela blanca,"5,89 €",0.75L,"(7,85 € per litre)",SI,"Abans 6,95€",https://www.compraonline.bonpreuesclat.cat/products/13932/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,DOW'S Vi de Porto,"11,40 €",0.75L,"(15,20 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/38007/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,TORRES Moscatell,"7,65 €",0.5L,"(15,30 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/70500/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,ETIM Vi ranci,"7,95 €",0.5L,"(15,90 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/32968/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,GRAMONA Vi dolç de gel,"16,65 €",0.375L,"(44,40 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/69140/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,ESPOLLA Vi ranci de cuina,"2,99 €",0.5L,"(5,98 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00067/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,SINOLS Moscatell DO Empordà,"7,59 €",0.5L,"(15,18 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02260/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,PORTO CRUZ RUBY Vi negre DO Oporto,"7,85 €",0.75L,"(10,47 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/34352/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,MÁLAGA VIRGEN Vi dolç,"4,29 €",1L,"(4,29 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01316/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,J. SALLA Mistela,"5,95 €",0.75L,"(7,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/32845/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,J. SALLA Dolç de moscatell,"5,95 €",0.75L,"(7,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/30644/details,02/11/2020
Begudes,Vins i caves,Fins i dolços,"Moscatell, mistela i especialitats",0,J. SALLA Vi ranci,"5,95 €",0.75L,"(7,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/32743/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,PARXET Cava Brut Nature Vintage,"11,65 €",0.75L,"(15,53 € per litre)",SI,"Lot estalvi a 23,95 euros/lot. Clica aquí",https://www.compraonline.bonpreuesclat.cat/products/27887/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,SUMARROCA Cava Brut Reserva,"9,50 €",0.75L,"(12,67 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/39341/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,LACRIMA BACCUS Cava brut reserva ecològic,"4,95 €",0.75L,"(6,60 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/03955/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,JUVE CAMPS Cava Brut Reserva Cinta Porpra,"10,95 €",0.75L,"(14,60 € per litre)",SI,"Abans 11,25€",https://www.compraonline.bonpreuesclat.cat/products/27446/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,SEGURA VIUDAS Cava Brut Nature Lavit,"9,19 €",0.75L,"(12,25 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/10275/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,CONDE DE CARALT Cava Brut Nature,"4,50 €",0.75L,"(6,00 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/22476/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,SEGURA VIUDAS Cava brut reserva,"6,99 €",3 x 0.2L,"(11,65 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/79990/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,VILARNAU Cava reserva brut,"8,99 €",0.75L,"(11,99 € per litre)",SI,"Abans 10,99€",https://www.compraonline.bonpreuesclat.cat/products/69582/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,LACRIMA BACCUS Caixa cava brut reserva,"22,28 €",4.5L,"(4,95 € per litre)",SI,"Abans 29,70€",https://www.compraonline.bonpreuesclat.cat/products/67479/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,JAUME SERRA Cava Brut Nature,"2,95 €",0.75L,"(3,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80105/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,BACH Cava Brut Nature,"4,35 €",0.75L,"(5,80 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/21224/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,CASTILLO PERELADA Cava Brut Reserva,"5,79 €",0.75L,"(7,72 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/60841/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,MAS D ANOIA Cava Brut,"2,95 €",0.75L,"(3,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/63272/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,LLOPART Corpinnat Brut Nature ecològic,"13,15 €",0.75L,"(17,53 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80391/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,AGUSTI TORELLO Cava Brut Reserva,"10,29 €",0.75L,"(13,72 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01841/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,PARXET Cava Brut,"9,95 €",0.75L,"(13,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/62124/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,PLATAFORMA LLENGUA Cava Brut Reserva,"7,95 €",0.75L,"(10,60 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/34320/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,MONT BATÓ Cava Brut Nature Mont Bató,"3,19 €",0.75L,"(4,25 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81900/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,PARXET Cava brut Cuvée 21,"8,95 €",0.75L,"(11,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/05999/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,RAIMAT Cava brut nature ecològic,"9,19 €",0.75L,"(12,25 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/63274/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,CODORNIU Cava Anna Brut,"4,99 €",0.375L,"(13,31 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/17001/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,MONT-FERRANT Cava brut reserva ecològic,"9,85 €",0.75L,"(13,13 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/49791/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,BERTHA Cava Brut Nature Reserva,"10,99 €",0.75L,"(14,65 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10352/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,GRAMONA Corpinnat Brut Gran Reserva Imperial eco,"19,19 €",0.75L,"(25,59 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/57670/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,CANALS NUBIOLA Cava Brut,"3,85 €",0.75L,"(5,13 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/29326/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,CODORNIU Cava Brut Anna,"9,35 €",0.75L,"(12,47 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/04229/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,SEGURA VIUDAS Cava Brut Reserva,"8,49 €",0.75L,"(11,32 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/20515/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,MONT BATÓ Cava Brut Selecció Mont Bató,"2,99 €",0.75L,"(3,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81899/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,BACH Cava Brut Gran Bach,"7,95 €",0.75L,"(10,60 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10482/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Brut / extra brut,0,CODORNIU Cava Brut Nature Anna,"9,35 €",0.75L,"(12,47 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25186/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Semisec,0,DUBOIS Granvas Semi sec,"2,19 €",0.75L,"(2,92 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/05962/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Semisec,0,CANALS NUBIOLA Cava Semi sec,"3,85 €",0.75L,"(5,13 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/29174/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Semisec,0,BACH Cava semisec,"4,35 €",0.75L,"(5,80 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/06312/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Semisec,0,FREIXENET Cava Semi sec Carta Nevada,"5,25 €",0.75L,"(7,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01245/details,02/11/2020
Begudes,Vins i caves,Cava i xampany,Semisec,0,CODORNIU Cava Sec Benjamín,"4,69 €",3 x 0.2L,"(7,82 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01248/details,02/11/2020
Gourmet,Celler,Caves,Cava rosat,0,LACRIMA BACCUS Cava rosat Brut reserva,"4,95 €",0.75L,"(6,60 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/20004/details,02/11/2020
Gourmet,Celler,Caves,Cava rosat,0,CASTILLO PERELADA Cava Brut rosat,"5,80 €",0.75L,"(7,73 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/29764/details,02/11/2020
Gourmet,Celler,Caves,Cava rosat,0,BACH Cava Brut rosat Rosé,"4,35 €",0.75L,"(5,80 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01933/details,02/11/2020
Gourmet,Celler,Caves,Cava rosat,0,CODORNIU Cava Brut Rosat Pinot Noir,"14,95 €",0.75L,"(19,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15546/details,02/11/2020
Gourmet,Celler,Caves,Cava rosat,0,JAUME SERRA ICE Cava rosat,"4,95 €",0.75L,"(6,60 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/29555/details,02/11/2020
Gourmet,Celler,Caves,Cava rosat,0,AGUSTI TORELLO Cava rosat brut reserva,"11,49 €",0.75L,"(15,32 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/36899/details,02/11/2020
Gourmet,Celler,Caves,Champagne,0,MOET-CHANDON Xampany Brut,"36,89 €",0.75L,"(49,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/21713/details,02/11/2020
Gourmet,Celler,Caves,Champagne,0,VEUVE CLICQUOT Xampany brut,"39,90 €",0.75L,"(53,20 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/45718/details,02/11/2020
Gourmet,Celler,Caves,Champagne,0,MOET & CHANDON Champagne rosat,"47,50 €",0.75L,"(63,33 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/52338/details,02/11/2020
Gourmet,Celler,Caves,Champagne,0,POMMERY Xampany Brut Royal,"29,99 €",0.75L,"(39,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02632/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,JB Whisky escocès,"14,49 €",1L,"(14,49 € per litre)",SI,"Abans 15,35€",https://www.compraonline.bonpreuesclat.cat/products/47481/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,WILLIAM LAWSONS Whisky escocès,"8,30 €",0.7L,"(11,86 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00472/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,BALLANTINE'S Whisky,"15,99 €",1L,"(15,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/26597/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,CHIVAS REGAL Whisky escocès de 12 anys,"25,65 €",0.7L,"(36,64 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01350/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,JOHNNIE WALKER Whisky escocès,"13,49 €",0.7L,"(19,27 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01347/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,CUTTY SARK Whisky escocès,"13,95 €",1L,"(13,95 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/19520/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,DEWARD'S Whisky escocès,"15,19 €",1L,"(15,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/08932/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,PASSPORT Whisky escocès,"13,25 €",1L,"(13,25 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/52378/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,FAMOUS GROUSE Whisky escocès,"13,50 €",1L,"(13,50 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/84501/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,JOHNNIE WALKER Whisky escocès 12 anys,"24,95 €",0.7L,"(35,64 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23755/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky escocès,0,MONKEY SHOULDER Whisky,"24,99 €",0.7L,"(35,70 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/62697/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,CARDHU Whisky Escocès de Malta,"25,99 €",0.7L,"(37,13 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/21553/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,GLENFIDDICH Whisky escocès,"28,95 €",0.7L,"(41,36 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/27556/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,TALISKER Whisky escocès de Malta de 10 anys,"34,69 €",0.7L,"(49,56 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/30335/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,LAGAVULIN Whisky escocès de malta 16 anys,"52,95 €",0.7L,"(75,64 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/84940/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,GLENMORANGIE Whisky escocès de Malta,"31,95 €",0.7L,"(45,64 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25595/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,MACALLAN Whisky de malta,"49,95 €",0.7L,"(71,36 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01125/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,THE BALVENIE Whisky escocès de Malta de 12 anys,"39,95 €",0.7L,"(57,07 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/26173/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,GLEN GRANT Whisky de Malta,"19,29 €",0.7L,"(27,56 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/67325/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,AERSTONE SEA C Whisky de malta,"21,99 €",0.7L,"(31,41 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/18344/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,AERTONE LAND C Whisky de malta,"21,99 €",0.7L,"(31,41 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/18343/details,02/11/2020
Begudes,Licors,Whisky i Bourbon,Whisky de malta,0,GLENROTHES Whisky malta 10 anys,"27,95 €",0.7L,"(39,93 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/61492/details,02/11/2020
